,Make,Model,Variant,PriceInLakhs,Displacement,Cylinders,ValvesPerCylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,EngineLocation,Fuel_System,FuelTankCapacity,FuelType,Height,Length,Width,BodyType,Doors,City_Mileage,Highway_Mileage,ARAICertifiedMileage,ARAI_Certified_Mileage_for_CNG,KerbWeight,Gears,GroundClearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,SeatingCapacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,GrossVehicleWeight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,vigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,UnitsSoldPerThousand,ProfitPercent
485,Honda,Amaze,Ace Edition Cvt Petrol,16.47,1199 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,,,19.5 km/litre,,924 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,90PS@6000rpm,110Nm@4800rpm,Digital,Alog,Alog,Yes,5,Fabric,Automatic,2470 mm,175/65R14,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,Yes,,,,,,Yes,,,,,,,Yes,1,,,,,3,10.01
486,Honda,Amaze,Ace Edition Mt Diesel,13.84,1498 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,,,27.4 km/litre,,1023 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,100PS@3600rpm,200Nm@1750rpm,Digital,Alog,Alog,Yes,5,Fabric,Manual,2470 mm,175/65R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,79,3.71
487,Honda,Amaze,Ace Edition Mt Petrol,11.03,1199 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,,,19.5 km/litre,,924 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,90PS@6000rpm,110Nm@4800rpm,Digital,Alog,Alog,Yes,5,Fabric,Manual,2470 mm,175/65R14,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,Yes,,,,,,Yes,,,,,,,Yes,,,,,,79,14.33
488,Maruti Suzuki,Gypsy,Hard Top,8.7,1298 cc,4,4,4WD,In-line,BS III,"Front, Transverse",Injection,40 litres,Petrol,1875 mm,4010 mm,1540 mm,SUV,3,10.2 km/litre,14.8 km/litre,11.9 km/litre,,985 kg,5,210 mm,Solid Disc,Drum,Leaf spring with Double action damper,Leaf spring with Double action damper,1300 mm,1310 mm,205/70,205/70,,,,,80PS@6000rpm,103Nm@4500RPM,Yes,Alog,Not on offer,,8,Fabric,Manual,2375 mm,R15,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Manual,350 litres,,,,,Not on offer,,Front & Rear,,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Alog,Manual,Alog + Digital,,5.1 meter,Yes,Co-Driver Only,Not Applicable,,,,,,,,,,,,,,,,,,,1585 kg,,,,,,,9.0:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,14.27
489,Maruti Suzuki,Gypsy,Soft Top,18.02,1298 cc,4,4,4WD,In-line,BS III,"Front, Transverse",Injection,40 litres,Petrol,1845 mm,4010 mm,1540 mm,SUV,3,10.2 km/litre,14.8 km/litre,11.9 km/litre,,985 kg,5,210 mm,Solid Disc,Drum,Rear Leaf spring with Double action damper,Rear Leaf spring with Double action damper,1300 mm,1310 mm,205/70,205/70,,,,,80PS@6000rpm,103Nm@4500RPM,Yes,Alog,Not on offer,,8,Fabric,Manual,2375 mm,R15,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Manual,,,,,,Not on offer,,,,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Alog,Manual,Alog,,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,,,,,,,,,,,,,,,,,,,1585 kg,,,,,,,9.0:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,5.66
490,Hyundai,Venue,1.2 Kappa Mt E,11.78,1197 cc,4,,FWD,In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1590 mm,3995 mm,1770 mm,SUV,5,,,17.52 km/litre,,,5,200 mm,Ventilated Disc,Drum,McPherson Strut with Coil Spring Rear,Coupled Torsion Beam Axle with coil spring,,,195 / 65 R15,195 / 65 R15,Electric Power,All Windows,,,82hp@6000rpm,112.7Nm@4000rpm,Yes,Yes,Yes,Yes,5,Fabric,Manual,2500 mm,195 / 65 R15,,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, Interl",350 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,"Interl, Manual",Yes,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors,Yes,Yes,Yes,Yes,,Yes,,Yes,,,Yes,Yes,,Yes,,,Yes,,,,Yes,,,,,,,,,,,,,38,0.97
491,Hyundai,Venue,1.0 Turbo Gdi Mt S,17.77,998 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1590 mm,3995 mm,1770 mm,SUV,5,,,18.27 km/litre,,,7,200 mm,Ventilated Disc,Drum,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle with coil spring,,,195 / 65 R15,195 / 65 R15,Electric Power,All Windows,,Remote,117hp@6000rpm,172Nm@4000rpm,Yes,Yes,Yes,Yes,5,Fabric,Manual,2500 mm,195 / 65 R15,Yes,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, Interl",350 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,"Interl, Manual",Yes,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,,,Yes,Yes,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,,6,14.24
492,Hyundai,Venue,1.4 Crdi Mt E,15.02,1397 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,,Diesel,1590 mm,3995 mm,1770 mm,SUV,5,,,23.7 km/litre,,,6,200 mm,Ventilated Disc,Drum,MacPherson Strut & Coil spring,Coupled Torsion Beam Axle with coil spring,,,195 / 65 R15,195 / 65 R15,,Only Front Windows,,,89hp@4000rpm,220Nm@1500-2750rpm,Digital,Alog,Alog,2,5,Fabric,Manual,2500 mm,195 / 65 R15,,1,CD Player with USB & Aux-in,,Yes,,,Interl,350 litres,,Yes,Yes,Digital,Front,,Front & Rear,,,,,Alog,Manual,Alog,Yes,,,,,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,,2,,,,,Rear sensors,Yes,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,56,6.92
493,Hyundai,Venue,1.0 Turbo Gdi Mt Sx,4.66,998 cc,4,,FWD,In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1590 mm,3995 mm,1770 mm,SUV,5,,,18.27 km/litre,,,6,200 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,,,195 / 65 R15,195 / 65 R15,Electric Power,All Windows,,Remote,117bhp@6000rpm,172Nm@1500-4000rpm,Yes,Yes,Yes,Yes,5,Fabric,Manual,2500 mm,195 / 65 R15,Yes,2,CD Player with USB & Aux-in,,Yes,,Yes,"Interl, Manual",350 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,"Manual, Interl",Yes,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,,,Yes,Yes,,Yes,,,Yes,,,Yes,Yes,,,Yes,,,,Yes,,,,,,85,0.66
494,Hyundai,Venue,1.0 Turbo Gdi Mt Sx Dual Tone,7.38,998 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1590 mm,3995 mm,1770 mm,SUV,5,,,18.27 km/litre,,,6,200 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Remote,117hp@6000rpm,172Nm@1500-4000rpm,Yes,Yes,Yes,Yes,5,Leather,Manual,2500 mm,215 / 60 R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Interl, Manual",350 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,"Manual, Interl",Yes,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,,,Yes,Yes,,Yes,,,Yes,,,Yes,Yes,,,Yes,,,,Yes,,,,,,71,13.46
495,Hyundai,Venue,1.0 Turbo Gdi Mt Sx(O),12.47,998 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1590 mm,3995 mm,1770 mm,SUV,5,,,18.27 km/litre,,,6,200 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,"Remote, Smart Key",117hp@6000rpm,1712Nm@1500-4000rpm,Yes,Yes,Yes,Yes,5,Leather,Manual,2500 mm,215 / 60 R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Interl, Manual",350 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,"Manual, Interl",Yes,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags",Yes,Yes,Yes,,6,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,,Yes,,,,,,31,18.28
496,Hyundai,Venue,1.0 Turbo Gdi Dct S,9.06,998 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1590 mm,3995 mm,1770 mm,SUV,5,,,18.15 km/litre,,,7,200 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,,,195 / 65 R15 Steel,195 / 65 R15 Steel,Electric Power,Only Front Windows,,Remote,118hp@6000rpm,172Nm@4000rpm,Yes,Yes,Yes,Yes,5,Fabric,DCT,2500 mm,195 / 65 R15 Steel,,2,CD Player with USB & Aux-in,,Yes,,Yes,"Manual, Interl",350 litres,Yes,Yes,Yes,Digital,Front,Yes,Yes,Yes,,Yes,"Interl, Manual",Yes,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,,,Yes,,Yes,Yes,,,Yes,,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,Yes,,,Yes,,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,65,9.5
497,Hyundai,Venue,1.0 Turbo Gdi Dct Sx Plus,13.07,998 cc,4,,FWD,In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1590 mm,3995 mm,1770 mm,SUV,5,,,18.15 km/litre,,,7,200 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,"Remote, Smart Key",118@6000rpm,172Nm@1500-4000rpm,Yes,Yes,Yes,Yes,5,Fabric,DCT,2500 mm,215 / 60 R16,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, Interl",350 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,"Interl, Manual",Yes,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,,,,,,,Yes,,,,,,80,17.71
498,Hyundai,Venue,1.2 Kappa Mt S,12.36,1197 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1590 mm,3995 mm,1770 mm,SUV,5,,,17.52 km/litre,,,5,200 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,,,195 / 65 R15,195 / 65 R15,Electric Power,All Windows,,Remote,82hp@6000rpm,115Nm@4000rpm,Yes,Yes,Yes,Yes,5,,Manual,2500 mm,195 / 65 R15,Yes,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, Interl",350 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,"Interl, Manual",Yes,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors,Yes,Yes,Yes,Yes,,Yes,Multifunction Steering Wheel,Yes,,,Yes,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,,,,,Yes,,,,,,76,2.42
499,Hyundai,Venue,1.4 Crdi Mt S,4.4,1397 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,,Diesel,1590 mm,3995 mm,1770 mm,SUV,5,,,23.7 km/litre,,,6,200 mm,,,MacPherson Strut & Coil spring,Coupled Torsion Beam Axle with coil spring,,,195 / 65 R15,195 / 65 R15,,All Windows,,,89hp@4000rpm,220Nm@1500-2750rpm,Digital,Alog,Alog,2,5,Fabric,Manual,2500 mm,,,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,Interl,350 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,,,Yes,Interl,Alog,Manual,Alog,Yes,,,Co-Driver Only,,Air Conditioning with cooling only,Yes,,Yes,,,,Normal,Yes,Yes,,,,,,Yes,,,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,,Yes,2,,,,,Rear sensors,Yes,Yes,,,,Yes,Yes,Yes,Yes,Manual Adjustment,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,26,12.52
500,Hyundai,Venue,1.4 Crdi Mt Sx,8.78,1397 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,,Diesel,1590 mm,3995 mm,1770 mm,SUV,5,,,23.7 km/litre,,,6,200 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,,,215 / 60 R16,215 / 60 R16,,All Windows,,,89hp@4000rpm,220Nm@1500-2750rpm,Digital,Alog,Alog,2,5,Fabric,Manual,2500 mm,,,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,Interl,350 litres,Yes,Yes,Yes,Digital,,Yes,Front,,,Yes,Interl,Alog,Manual,Alog,Yes,,,Co-Driver Only,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Normal,Yes,Yes,,,,Yes,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,,Yes,Yes,,,Yes,,Yes,,,Yes,,,,,Yes,,,Yes,,,,,,8,6.65
501,Hyundai,Venue,1.4 Crdi Mt Sx Dual Tone,13.61,1397 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,,Diesel,1590 mm,3995 mm,1770 mm,SUV,5,,,23.7 km/litre,,,6,200 mm,Ventilated Disc,Drum,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle with coil spring,,,215 / 60 R16,215 / 60 R16,,All Windows,,,89hp@4000rpm,220Nm@1500-2750rpm,Digital,Alog,Alog,2,5,Leather,Manual,2500 mm,,,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,Interl,350 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,,,Yes,Interl,Alog,Manual,Digital,Yes,,Yes,Co-Driver Only,,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,,,,Normal,Yes,Yes,,Yes,Yes,Yes,,Yes,,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,Yes,,Yes,,Yes,,Only front,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,43,1.63
502,Hyundai,Venue,1.4 Crdi Mt Sx(O),5.63,1397 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1590 mm,3995 mm,1770 mm,SUV,5,,,23.7 km/litre,,,6,200 mm,Ventilated Disc,Drum,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle with coil spring,,,215 / 60 R16,215 / 60 R16,,All Windows,,,90PS@5500rpm,220Nm@1500-2750rpm,Digital,Alog,Alog,2,5,Leather,Manual,2500 mm,215 / 60 R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,350 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,,,Yes,Interl,Alog,Manual,Alog,Yes,,Yes,Co-Driver Only,,Manual Air conditioning with cooling and heating,,Yes,Yes,,,,Normal,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Front Row,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6,,,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,,,,,Yes,,Yes,Yes,,,Yes,,,,,,85,10.05
503,Tata,Nexon,Xe,6.19,1198 cc,3,4,,In-line,BS 6,,Injection,44 litres,Petrol,1607 mm,3994 mm,1811 mm,SUV,5,,,17.6 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,Only Front Windows,,,110PS@5000rpm,170Nm@1500-2750rpm,Alog,Alog,Digital,Yes,5,Fabric,Manual,2498 mm,195/60 R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,,Yes,,,,350 litres,,,Yes,Digital,Front,Yes,Yes,,,,,Alog,,Alog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2,,"Rake, Reach",,,,,,,,Yes,,Multifunction Steering Wheel,Yes,,,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,9,15.27
504,Tata,Nexon,Xm,17.14,1198 cc,3,4,FWD,In-line,BS 6,,Injection,44 litres,Petrol,1607 mm,3994 mm,1811 mm,SUV,5,,,17.6 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,All Windows,,,110PS@5000rpm,170Nm@1500-2750rpm,Alog,Alog,Digital,Yes,5,Fabric,Manual,2498 mm,195/60 R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,,350 litres,Yes,Yes,Yes,Digital,Front,Yes,Yes,,,Yes,,Alog,,Alog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2,,"Rake, Reach",,,Rear sensors,,Yes,,,Yes,Yes,Multifunction Steering Wheel,Yes,,,Yes,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,,34,9.14
505,Tata,Nexon,Xz,7.34,1198 cc,3,4,FWD,In-line,BS 6,,Injection,44 litres,Petrol,1607 mm,3994 mm,1811 mm,SUV,5,,,17.6 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,All Windows,,,110PS@5000rpm,170Nm@1500-2750rpm,Alog,Alog,Digital,Yes,5,Fabric,Manual,2498 mm,195/60 R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Interl,350 litres,Yes,Yes,Yes,Digital,Front,Yes,Yes,,,Yes,Interl,Alog,,Alog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2,,"Reach, Rake",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,,Yes,Yes,,,Yes,,Yes,,,Yes,Yes,,,,Yes,,,,,,,,,82,12.03
